 1 10 128 2 18.0108 2.90146 0
 2 10 128 2 10.8039 1.45393 0
 3 10 128 2 7.25459 0.970196 0
 4 10 128 2 5.4389 0.727056 0
 5 10 128 2 4.42997 0.592976 0
 6 10 128 2 3.71265 0.494538 0
 7 10 128 2 3.31084 0.431873 0
 8 10 128 2 2.85692 0.382228 0
 9 10 128 2 2.60382 0.339447 0
 10 10 128 2 2.31444 0.309793 0
 11 10 128 2 2.15124 0.281626 0
 12 10 128 2 2.56766 0.305007 0
 13 10 128 2 1.8293 0.242465 0
 14 10 128 2 1.9339 0.237672 0
 15 10 128 2 2.21244 0.241753 0
 16 10 128 2 1.74383 0.209563 0
 17 10 128 2 1.66446 0.206473 0
 18 10 128 2 1.7825 0.209604 0
 19 10 128 2 1.84519 0.208504 0
 20 10 128 2 1.68912 0.195428 0
 21 10 128 2 1.53926 0.183913 0
 22 10 128 2 1.58276 0.181956 0
 23 10 128 2 1.67116 0.186324 0
 24 10 128 2 1.72748 0.183344 0
 25 10 128 2 1.5723 0.173261 0
 26 10 128 2 1.5767 0.171434 0
 27 10 128 2 1.6409 0.168212 0
 28 10 128 2 1.56971 0.16568 0
 29 10 128 2 1.55794 0.163037 0
 30 10 128 2 1.65898 0.176047 0
 31 10 128 2 1.56297 0.159994 0
 32 10 128 2 1.56362 0.159971 0
