1 128 1 0.000535 0.000288 0.000000 2 0.000772 0.000297 0.000000 3 0.001401 0.000346 0.000000 4 0.001790 0.000377 0.000000 28669 61434 106486 163825
2 128 1 0.000711 0.000289 0.000000 2 0.002039 0.000902 0.000000 3 0.005132 0.000734 0.000000 4 0.010876 0.003272 0.000000 57339 208881 552925 1208250
3 128 1 0.000926 0.000277 0.000000 2 0.004506 0.000519 0.000000 3 0.016879 0.002227 0.000000 4 0.047158 0.004628 0.000000 94201 524260 1982380 5877550
4 128 1 0.001334 0.000321 0.000000 2 0.008994 0.000980 0.000000 3 0.044970 0.006081 0.000000 4 0.164242 0.016555 0.000000 139255 1105875 5693275 22097425
5 128 1 0.001762 0.000321 0.000000 2 0.015903 0.001774 0.000000 3 0.107626 0.014876 0.000000 4 0.476138 0.050193 0.000000 192501 2076606 14016226 69127191
6 128 1 0.002191 0.000351 0.000000 2 0.026615 0.002975 0.000000 3 0.226192 0.032725 0.000000 4 1.276980 0.138824 0.000000 253939 3583909 30764601 188086500
7 128 1 0.002616 0.000355 0.000000 2 0.043926 0.004745 0.000000 3 0.435986 0.065991 0.000000 4 3.022310 0.325202 0.000000 323569 5799816 61767000 458585100
8 128 1 0.003309 0.000403 0.000000 2 0.065648 0.007063 0.000000 3 0.811153 0.123393 0.000000 4 6.618470 0.736465 0.000000  401391 8920935 115481655 1023462675 
9 128 1 0.003732 0.000437 0.000000 2 0.094935 0.010528 0.000000 3 1.416670 0.216823 0.000000 4 13.572000 1.468530 0.000000  487405 13168450 203692750 2123932525
10 128 1 0.004492 0.000454 0.000000 2 0.129668 0.015115 0.000000 3 2.349760 0.364498 0.000000 4 26.320900 2.886110 0.000000 581611 18788121 342288661 4147709566
11 128 1 0.005145 0.000528 0.000000 2 0.177833 0.020969 0.000000 3 3.809490 0.589542 0.000000 4 48.806500 5.506510 0.000000  684009 26050284 552122116 7692989850
12 128 1 0.005919 0.000573 0.000000 2 0.236454 0.028304 0.000000 3 5.838560 0.918729 0.000000 4 85.836700 9.126230 0.000000  794599 35249851 859952275 13651435525
13 128 1 0.006679 0.000629 0.000000 2 0.311131 0.038686 0.000000 3 8.767770 1.391510 0.000000 4 145.710000 15.737500 0.000000  913381 46698119 1299460539 23313597684
14 128 1 0.007586 0.000712 0.000000 2 0.397254 0.049073 0.000000 3 12.952100 2.021660 0.000000 4 239.906000 27.750700 0.000000   1040355 60763725 1912397425 38500561800
