0 0   0 0
0 121 3 0
1 121 3 54
1 0   4 54
1 80  4 0
2 80  4 44
2 0   5 44
2 63  5 0
3 63  5 64
3 0   4 64
3 66  4 0
4 66 5 0 
4 0  5 36
4 74 6 36 
5 74 6 56 
5 0  5 56
5 66 5 0
6 66 6 0
6 0  6 30
6 63 7 30
7 63 7 54
7 0  6 54 
 
