0 8191 8191 8191
1 28669 102391 372709
2 57339 434151 3.49786e+06
3 94201 1.24923e+06 1.81818e+07
4 139255 2.8917e+06 6.69853e+07
5 192501 5.80391e+06 1.96553e+08
6 253939 1.05266e+07 4.90887e+08
7 323569 1.76986e+07 1.08756e+09
8 401391 2.80573e+07 2.1969e+09
9 487405 4.24383e+07 4.12409e+09
10 581611 6.17754e+07 7.29424e+09
11 684009 8.71009e+07 1.22804e+10
12 794599 1.19545e+08 1.98346e+10
13 913381 1.60337e+08 3.09216e+10
14 1.04036e+06 2.10804e+08 4.67559e+10
