1 192 1 0.002840 0.001894 0.000440 2 0.006361 0.003206 0.000586 3 0.010676 0.001679 0.000757 4 0.016270 0.002062 0.000914
2 192 1 0.005020 0.003669 0.000568 2 0.009332 0.002138 0.000992 3 0.045330 0.002799 0.001827 4 0.095513 0.004445 0.003197
3 192 1 0.004220 0.003518 0.000699 2 0.027197 0.001636 0.001551 3 0.111553 0.010495 0.003990 4 0.320470 0.017544 0.013048
4 192 1 0.005162 0.002479 0.000845 2 0.047653 0.002922 0.002529 3 0.265969 0.021523 0.008302 4 0.982461 0.072204 0.046151
5 192 1 0.017971 0.002539 0.000988 2 0.119141 0.005703 0.003281 3 0.611950 0.048078 0.019792 4 2.794540 0.192591 0.134038
6 192 1 0.011363 0.001873 0.001118 2 0.161154 0.009505 0.004360 3 1.265400 0.097783 0.036169 4 6.845780 0.514457 0.366855
7 192 1 0.016910 0.002092 0.001230 2 0.255301 0.014447 0.006743 3 2.327350 0.187352 0.071221 4 15.000000 1.216010 0.845781
8 192 1 0.012769 0.002311 0.001364 2 0.330894 0.021777 0.008224 3 3.559810 0.335543 0.126393 4 25.961200 2.689520 1.875270
9 192 1 0.015210 0.001897 0.001582 2 0.467875 0.031737 0.011069 3 5.683830 0.576929 0.212868 4 48.645600 5.489970 3.890880
10 192 1 0.000000 0.000000 0.001720 2 0.000000 0.000000 0.014827 3 0.000000 0.000000 0.344809 4 0.000000 0.000000 7.693330
11 192 1 0.021432 0.001799 0.001836 2 0.836688 0.061802 0.019259 3 13.591600 1.491460 0.541798 4 162.376000 19.429600 14.047800
12 192 1 0.022437 0.001973 0.001905 2 1.113160 0.085715 0.025316 3 19.629500 2.272470 0.839811 4 290.517000 34.264800 25.555800
13 192 1 0.000000 0.000000 0.001907 2 0.000000 0.000000 0.032022 3 0.000000 0.000000 1.255100 4 0.000000 0.000000 44.066000
14 192 1 0.000000 0.000000 0.002018 2 0.000000 0.000000 0.040913 3 0.000000 0.000000 1.847860
