1 256 1 0.000641 0.000298 0.000000 2 0.001085 0.000382 0.000000 3 0.001717 0.000444 0.000000 4 0.002602 0.000488 0.000000
2 256 1 0.000942 0.000316 0.000000 2 0.002840 0.000486 0.000000 3 0.007156 0.003513 0.000000 4 0.015422 0.003526 0.000000
3 256 1 0.001298 0.000341 0.000000 2 0.006337 0.000968 0.000000 3 0.023182 0.004028 0.000000 4 0.070053 0.010173 0.000000
4 256 1 0.001840 0.000399 0.000000 2 0.012188 0.001967 0.000000 3 0.064145 0.011091 0.000000 4 0.225840 0.037640 0.000000
5 256 1 0.002253 0.000421 0.000000 2 0.022120 0.003671 0.000000 3 0.144388 0.027480 0.000000 4 0.672976 0.116432 0.000000
6 256 1 0.002942 0.000480 0.000000 2 0.036410 0.006232 0.000000 3 0.308213 0.060780 0.000000 4 1.775430 0.315754 0.000000
7 256 1 0.003654 0.000568 0.000000 2 0.060816 0.009964 0.000000 3 0.591484 0.122501 0.000000 4 4.251280 0.760539 0.000000
8 256 1 0.004471 0.000701 0.000000 2 0.090123 0.014805 0.000000 3 1.099930 0.228915 0.000000 4 9.385290 1.688400 0.000000
9 256 1 0.005283 0.000842 0.000000 2 0.128481 0.021951 0.000000 3 1.927760 0.399002 0.000000 4 19.150100 3.566200 0.000000
10 256 1 0.006271 0.000923 0.000000 2 0.179729 0.031179 0.000000 3 3.203290 0.670570 0.000000 4 36.761800 6.665230 0.000000
11 256 1 0.009108 0.001077 0.000000 2 0.244406 0.043519 0.000000 3 5.206200 1.076530 0.000000 4 68.199100 12.257800 0.000000
12 256 1 0.008077 0.001234 0.000000 2 0.326783 0.058798 0.000000 3 8.043070 1.674050 0.000000 4 120.375000 22.204700 0.000000
13 256 1 0.011772 0.001405 0.000000 2 0.434821 0.078863 0.000000 3 12.183600 2.549050 0.000000 4 202.899000 38.238100 0.000000
14 256 1 0.011752 0.001579 0.000000 2 0.564917 0.102008 0.000000 3 18.227700 3.704430 0.000000 4 336.744000 63.093500 0.000000
