1 192 1 0.000617 0.000280 0.000000 2 0.001036 0.000324 0.000000 3 0.001732 0.000379 0.000000 4 0.002300 0.000444 0.000000
2 192 1 0.000912 0.000313 0.000000 2 0.002625 0.000462 0.000000 3 0.012645 0.011595 0.000000 4 0.014606 0.004678 0.000000
3 192 1 0.001301 0.000303 0.000000 2 0.006144 0.000771 0.000000 3 0.022746 0.003265 0.000000 4 0.063427 0.007660 0.000000
4 192 1 0.001746 0.000370 0.000000 2 0.012060 0.001514 0.000000 3 0.062548 0.008739 0.000000 4 0.214099 0.027641 0.000000
5 192 1 0.002330 0.000383 0.000000 2 0.021153 0.002830 0.000000 3 0.138827 0.021862 0.000000 4 0.636766 0.086644 0.000000
6 192 1 0.002870 0.000433 0.000000 2 0.035495 0.004764 0.000000 3 0.293962 0.047661 0.000000 4 1.689800 0.231811 0.000000
7 192 1 0.003571 0.000472 0.000000 2 0.055442 0.007398 0.000000 3 0.573444 0.093958 0.000000 4 4.064390 0.543892 0.000000
8 192 1 0.004244 0.000554 0.000000 2 0.083153 0.011005 0.000000 3 1.067020 0.176269 0.000000 4 8.950470 1.192730 0.000000
9 192 1 0.004993 0.000633 0.000000 2 0.123753 0.015966 0.000000 3 1.860000 0.309469 0.000000 4 18.357200 2.458600 0.000000
10 192 1 0.005876 0.000662 0.000000 2 0.170706 0.023088 0.000000 3 3.090520 0.520176 0.000000 4 35.557700 4.796000 0.000000
11 192 1 0.008226 0.003101 0.000000 2 0.237480 0.032088 0.000000 3 5.008320 0.844432 0.000000 4 65.684600 9.298560 0.000000
12 192 1 0.007935 0.000920 0.000000 2 0.313348 0.043318 0.000000 3 7.724990 1.323040 0.000000 4 114.918000 15.358600 0.000000
13 192 1 0.008913 0.001007 0.000000 2 0.414495 0.057555 0.000000 3 11.715000 1.956430 0.000000 4 195.908000 28.287800 0.000000
14 192 1 0.010062 0.003970 0.000000 2 0.540107 0.074698 0.000000 3 17.149800 2.950430 0.000000 4 322.187000 46.591200 0.000000
