1 192 1 0.000613 0.000280 0.000000 2 0.001460 0.000347 0.000000 3 0.004738 0.000567 0.000000 28669 102391 372709
2 192 1 0.000938 0.000310 0.000000 2 0.005141 0.000600 0.000000 3 0.041527 0.003829 0.000000  57339 434151 3.49786e+06
3 192 1 0.001228 0.000320 0.000000 2 0.012917 0.001413 0.000000 3 0.171697 0.018880 0.000000  94201 1.24923e+06 1.81818e+07
4 192 1 0.001705 0.000370 0.000000 2 0.028135 0.003079 0.000000 3 0.588950 0.068541 0.000000 139255 2.8917e+06 6.69853e+07
5 192 1 0.002256 0.000415 0.000000 2 0.058129 0.006289 0.000000 3 1.696000 0.206535 0.000000 192501 5.80391e+06 1.96553e+08
6 192 1 0.002872 0.000421 0.000000 2 0.097168 0.010753 0.000000 3 4.158580 0.509731 0.000000  253939 1.05266e+07 4.90887e+08
7 192 1 0.003517 0.000478 0.000000 2 0.157061 0.017541 0.000000 3 9.102100 1.095780 0.000000 323569 1.76986e+07 1.08756e+09
8 192 1 0.004395 0.000559 0.000000 2 0.244889 0.027521 0.000000 3 18.340400 2.173600 0.000000 401391 2.80573e+07 2.1969e+09
9 192 1 0.005095 0.000610 0.000000 2 0.378280 0.041457 0.000000 3 35.290300 4.117210 0.000000 487405 4.24383e+07 4.12409e+09
10 192 1 0.006013 0.000691 0.000000 2 0.526303 0.060744 0.000000 3 61.076100 7.278440 0.000000  581611 6.17754e+07 7.29424e+09
11 192 1 0.006916 0.000763 0.000000 2 0.733161 0.084667 0.000000 3 100.857000 12.115100 0.000000  684009 8.71009e+07 1.22804e+10
12 192 1 0.007818 0.000889 0.000000 2 1.009440 0.116216 0.000000 3 163.009000 20.379900 0.000000  794599 1.19545e+08 1.98346e+10
13 192 1 0.008869 0.000988 0.000000 2 1.341060 0.156793 0.000000 3 253.606000 31.583800 0.000000  913381 1.60337e+08 3.09216e+10
14 192 1 0.010106 0.001111 0.000000 2 1.752240 0.204726 0.000000 3 379.521000 46.125700 0.000000 1.04036e+06 2.10804e+08 4.67559e+10
